"label","text","vector"
"0","トレンドの死刑求刑追ってたらグロ画像流れてきてブチ切れた","-0.1464595 -0.25370622 0.052658476 -0.02736793 0.06071323 -0.026860269 0.09762882 0.15307184 -0.072308324 -0.012525423 0.10347386 -0.020244187 0.004419446 -0.23101638 -0.027649917 0.059940428 0.10539779 -0.085026845 0.28417328 -0.11030066 -0.0044685076 0.06685427 0.1250407 0.05197024 -0.03050421 -0.21387178 0.16199006 0.01603943 -0.1250169 -0.072952665 -0.074348815 0.09347756 -0.104448535 -0.081899635 -0.093826555 -0.04298937 -0.12384709 -0.08159883 0.15929157 0.01556185 -0.1389446 0.07125366 0.19641191 -0.0031852853 -0.048633438 0.05303927 0.20916484 0.07504777 -0.08604946 -0.017947057 -0.01858769 -0.015496691 0.013519943 -0.06800912 0.1759636 -0.10150932 -0.013870746 0.11808043 0.014929737 -0.098375745 -0.049663063 -0.16273746 0.023016598 0.015396299 -0.03627554 0.07949423 -0.05677065 0.07240311 0.122871935 -0.0038277807 -6.8884124e-06 0.18580553 -0.0026107319 0.0951269 0.0561214 0.030761227 0.2031387 0.17378514 0.06380807 0.067270726 0.01162747 -0.05589132 0.06733365 -0.07399634 -0.113111354 0.033238042 -0.029747983 -0.045961287 0.06535118 0.009985678 -0.054970276 -0.07201883 0.02448403 0.0063553145 0.0036786809 -0.07584477 0.044094708 -0.13037801 0.109115526 0.1267676"
"-1","死刑求刑で、無期判決かな？確かに残忍で世間に与えた影響は大きいが、被害者は１人だし、死刑は重すぎると思う。
双方とも控訴するだろ。少なくとも被害者さんサイドはするやろ。
いくら、死刑判決が出ようと執行されないから意味がない。","-0.14607911 -0.25370753 0.05318503 -0.028126413 0.059411332 -0.027529148 0.09845427 0.15397389 -0.07155851 -0.012973641 0.10445428 -0.020665009 0.0051825684 -0.2312612 -0.027950598 0.05898844 0.10498103 -0.08412894 0.28480142 -0.11161157 -0.005151534 0.06587506 0.12442889 0.051742185 -0.030145122 -0.21295756 0.16158007 0.015816694 -0.12541524 -0.073256776 -0.07424613 0.09426172 -0.10481898 -0.08190531 -0.09356008 -0.043616794 -0.12317517 -0.08195814 0.1594705 0.016496379 -0.1392127 0.07069217 0.19646206 -0.0024901885 -0.049099162 0.052529912 0.20906529 0.07549394 -0.08535521 -0.018130917 -0.018230405 -0.01472641 0.0137773305 -0.06890904 0.17684416 -0.10048677 -0.013353004 0.11741824 0.015730599 -0.09902434 -0.04943256 -0.16325015 0.021726431 0.015475371 -0.035969496 0.07888941 -0.055751003 0.071481064 0.12284535 -0.0054548187 0.0007141856 0.18578503 -0.0024476035 0.094942115 0.056601234 0.029981649 0.2025249 0.17398797 0.06373083 0.06801574 0.011951516 -0.055129055 0.06668978 -0.073248215 -0.1130816 0.034298275 -0.029618038 -0.047672223 0.06442237 0.0101035 -0.054852273 -0.0726739 0.0243884 0.006778836 0.0027825027 -0.0765097 0.04249057 -0.1307256 0.10935003 0.12652165"
"-1","確かになあ……どれだけ残虐な事件だったとしても、死刑を求刑する権利は遺族のみにあって、周りの人間は関係ないのに面白がって死刑だ死刑だって囃し立てるのはおかしいよな……","-0.14550641 -0.25429338 0.053278312 -0.027842078 0.059367515 -0.027668528 0.09850383 0.1539503 -0.07182532 -0.011984922 0.104231134 -0.020310333 0.004901406 -0.23126556 -0.027346987 0.058169253 0.10477984 -0.08492291 0.28447396 -0.111096114 -0.0054161334 0.06569876 0.124066636 0.051895805 -0.029884573 -0.2128368 0.16250293 0.015764328 -0.12605318 -0.07340734 -0.0749529 0.09376048 -0.10408795 -0.08226257 -0.093938135 -0.043886047 -0.12324649 -0.08293653 0.15935712 0.016551005 -0.13899095 0.07112684 0.19681206 -0.00281516 -0.049057335 0.05194076 0.2088415 0.075108446 -0.086036325 -0.01790997 -0.018376673 -0.014585683 0.0143392095 -0.068926774 0.1769022 -0.100504726 -0.013623055 0.11761537 0.015730817 -0.0991917 -0.04977589 -0.1628501 0.020963285 0.015513074 -0.035231985 0.07865162 -0.055341545 0.07195184 0.12247947 -0.005347888 0.0011638951 0.18652967 -0.0024654465 0.09440685 0.056993894 0.029639537 0.20219016 0.1734946 0.06402759 0.069188125 0.01155874 -0.055432502 0.06649424 -0.07275529 -0.11287519 0.03458951 -0.029550305 -0.047519572 0.06417948 0.010406728 -0.054566674 -0.07242198 0.02485615 0.0060213995 0.0022839624 -0.07640244 0.043385535 -0.13099414 0.10909579 0.12628755"
"0","えーんトレンドの死刑求刑で１８Ｇ画像出たから気を付けて悪意があるやつではなくて説明っぽかったが…","-0.14620662 -0.2532054 0.053309806 -0.028307296 0.060165588 -0.026830815 0.09820043 0.15353951 -0.071703166 -0.013089803 0.10397904 -0.02057516 0.005422783 -0.23054266 -0.027529595 0.059570663 0.10520761 -0.08481535 0.2842579 -0.11093433 -0.0048346925 0.066088244 0.12431189 0.051457483 -0.030773055 -0.21312697 0.16137394 0.015795542 -0.12453636 -0.072961606 -0.074694976 0.09447665 -0.10509266 -0.08200391 -0.093869604 -0.04320713 -0.12417197 -0.08173094 0.1597695 0.0154256355 -0.13879916 0.07096779 0.19681476 -0.002897039 -0.049101 0.05275166 0.20900851 0.07470282 -0.08667102 -0.017907135 -0.018619388 -0.014712776 0.013165307 -0.0681144 0.17591102 -0.10120528 -0.013700579 0.11781948 0.0147217205 -0.099382326 -0.04940511 -0.1632531 0.022159494 0.015035585 -0.036922667 0.07870849 -0.0562975 0.072099105 0.12290512 -0.004730614 -0.00010764313 0.18571043 -0.002547252 0.09578456 0.05642757 0.03060672 0.20272568 0.17404163 0.06398046 0.06758136 0.011226021 -0.0560851 0.067169845 -0.07401017 -0.11346601 0.03370018 -0.02953524 -0.0470647 0.06447925 0.010116455 -0.055285968 -0.07226543 0.024110481 0.0063218386 0.003958836 -0.0758568 0.04308927 -0.1309807 0.10895115 0.12714432"
"0","死刑求刑でグロ画像ふんだわｵｺｵｺ","-0.1441816 -0.25343254 0.05415262 -0.027589492 0.059410572 -0.026282823 0.098377824 0.15463743 -0.07216098 -0.011192009 0.10368914 -0.020194126 0.0048759165 -0.23119804 -0.027396468 0.057884358 0.10418098 -0.0858357 0.28317532 -0.10929433 -0.005107062 0.066665016 0.12466825 0.05214179 -0.030749902 -0.21348672 0.16200794 0.015032189 -0.12522307 -0.07371609 -0.076220185 0.09365109 -0.10312851 -0.08343548 -0.09444737 -0.04286968 -0.12442762 -0.082370706 0.15952775 0.01457223 -0.13894857 0.072074406 0.19854751 -0.005182264 -0.04888425 0.052876983 0.20931064 0.07504967 -0.08691991 -0.018156094 -0.019080592 -0.014795005 0.015440654 -0.06668564 0.17719974 -0.10138486 -0.014075003 0.118395284 0.014782279 -0.10008891 -0.050005738 -0.16298047 0.020767512 0.014737631 -0.035503995 0.078559875 -0.055890545 0.07186331 0.12217745 -0.0039482834 0.0021054798 0.18698421 -0.0026601544 0.093846746 0.056678902 0.029775422 0.20207757 0.17279312 0.063594274 0.06948759 0.011851347 -0.055969767 0.066886604 -0.07221843 -0.112043515 0.033633683 -0.028897189 -0.0462469 0.064972535 0.010360231 -0.052978724 -0.07137094 0.023853047 0.0044333027 0.0032835654 -0.07655515 0.04454768 -0.13110246 0.109684795 0.12709363"
"0","3000RT：【新潟女児殺害】「まれに見る悪逆非道な犯行」被告に死刑求刑
https://t.co/yhGhE4THEu

起訴状によると、連れ去った女児にわいせつな行為をし、首を絞めて殺害。遺体を線路上に遺棄して列車にはねさせたとされる。 https://t.co/zOnVWe0e2U","-0.14375958 -0.2545639 0.053708922 -0.027054446 0.057497177 -0.026103184 0.098293826 0.15487362 -0.07159488 -0.01011038 0.104815654 -0.019835237 0.0047269333 -0.23313934 -0.025603993 0.05505983 0.10177288 -0.08686799 0.28429055 -0.11049006 -0.005742869 0.06531357 0.12326077 0.051002204 -0.028444532 -0.21408898 0.16214645 0.015630107 -0.12657396 -0.0768874 -0.07603295 0.0926793 -0.10132774 -0.08368155 -0.09629491 -0.044195704 -0.120642096 -0.08425335 0.15945633 0.015088596 -0.1388497 0.07372595 0.19738138 -0.004034079 -0.048502047 0.050880186 0.20784038 0.07645937 -0.08640459 -0.019120341 -0.018368702 -0.0142565835 0.017525924 -0.068424314 0.17788789 -0.09966376 -0.014684911 0.12067663 0.016641984 -0.100078344 -0.051076714 -0.16246535 0.017751856 0.015255178 -0.032613438 0.07752562 -0.05533894 0.07063286 0.121351354 -0.005926983 0.0025438208 0.18737979 -0.002809872 0.092194505 0.05850004 0.0290808 0.20246762 0.1716294 0.06660952 0.07134786 0.010434225 -0.054924533 0.064881615 -0.070102595 -0.11155806 0.035455503 -0.028621592 -0.048624795 0.065408826 0.012230169 -0.052397177 -0.071606115 0.025158595 0.004414674 0.0010025034 -0.07798507 0.044737604 -0.13022262 0.11028206 0.1265329"
"0","トレンドにある死刑求刑、グロ画像あるから注意…。

私は無理でしたので耐性あるよ！って心優しい方は垢バンのための報告お願いします…。","-0.14657584 -0.25327575 0.05346054 -0.028224124 0.060790792 -0.027366161 0.09854913 0.15355599 -0.071572796 -0.013635721 0.10405999 -0.020753523 0.0053120498 -0.23086219 -0.028429506 0.0599217 0.105418734 -0.08485261 0.28423327 -0.111416794 -0.0050274436 0.06569377 0.124538116 0.051733788 -0.030235616 -0.21348013 0.16136257 0.015229556 -0.124647364 -0.07224683 -0.07447936 0.09398136 -0.1054742 -0.08213397 -0.09362175 -0.043421794 -0.12404519 -0.081866026 0.15892655 0.016661076 -0.13889535 0.07044802 0.19640256 -0.0026630056 -0.048959583 0.052524727 0.20944759 0.074236184 -0.08568925 -0.0177695 -0.01817872 -0.014366756 0.013160812 -0.068800315 0.17632829 -0.10090459 -0.013647937 0.117214926 0.015742538 -0.09931582 -0.049902484 -0.16333857 0.022269811 0.015768891 -0.036678076 0.07870263 -0.05675518 0.07170422 0.12324404 -0.004440912 0.00031010766 0.1855329 -0.0023135503 0.09536097 0.055468667 0.03046803 0.20240794 0.17383131 0.06334659 0.06796768 0.010965058 -0.055440042 0.06720246 -0.07438887 -0.113550104 0.034051977 -0.029868288 -0.047286097 0.06447936 0.010204026 -0.0555573 -0.07280101 0.023908602 0.006767179 0.003665324 -0.075964145 0.0424285 -0.13126513 0.10898853 0.12674437"
"-1","死刑求刑は至極もっともなんだけど冤罪だとか色々しがらみ増えるからなぁ……  

確実なんだろうけども","-0.14041618 -0.2553103 0.053311713 -0.026751349 0.0567482 -0.025479646 0.09854086 0.15536049 -0.0713574 -0.007586185 0.10372507 -0.01998779 0.004192537 -0.23342052 -0.023686323 0.053575985 0.101169825 -0.08750837 0.28346667 -0.10914944 -0.006891136 0.06787397 0.123886056 0.052484784 -0.030539673 -0.21427274 0.16328727 0.016995223 -0.12676583 -0.07768896 -0.07822952 0.09344829 -0.10085341 -0.083826505 -0.09603123 -0.044231735 -0.12294517 -0.085509546 0.15943174 0.015003955 -0.13842565 0.0739982 0.198956 -0.0057859207 -0.047886062 0.050608393 0.20841359 0.07526833 -0.086551294 -0.019116243 -0.018946888 -0.014113732 0.018195393 -0.06606576 0.17877614 -0.10064731 -0.0145015465 0.119750805 0.014369683 -0.10054956 -0.04962914 -0.16290173 0.017347638 0.015891204 -0.032162517 0.07578359 -0.053752758 0.07132586 0.119722374 -0.0044319956 0.0044094226 0.18864267 -0.0024866033 0.09174653 0.0579463 0.027361961 0.2014788 0.17144428 0.06523259 0.073384054 0.012094459 -0.057209488 0.0645077 -0.06998233 -0.11121059 0.035724353 -0.02696367 -0.04727573 0.06467121 0.010604479 -0.050529357 -0.07004417 0.025426293 0.0017404984 -0.00028664718 -0.07819018 0.04567628 -0.1310906 0.109127656 0.1264128"
"0","新潟小2女児殺害、25歳男に死刑求刑　地裁公判：日本経済新聞 https://t.co/hCYFBw73xe","-0.14276311 -0.25492066 0.05441806 -0.027581388 0.055720422 -0.025134964 0.09750481 0.15421191 -0.071085855 -0.009113166 0.10460678 -0.020394558 0.0036306414 -0.23290515 -0.024078086 0.053973485 0.10078593 -0.08714899 0.28504556 -0.1103491 -0.0063663363 0.065005586 0.123038225 0.051886994 -0.028732091 -0.21399638 0.16316065 0.01708215 -0.12743334 -0.07775406 -0.07560783 0.092569456 -0.09995005 -0.08470626 -0.097022794 -0.04448224 -0.12091551 -0.08537704 0.15918654 0.014119409 -0.13753538 0.07280978 0.19801758 -0.004391452 -0.04758077 0.05064236 0.20734008 0.07754449 -0.086653106 -0.020687338 -0.018997524 -0.012532721 0.01883918 -0.068137385 0.17840174 -0.09927978 -0.014907022 0.12090897 0.01649043 -0.100084946 -0.050404083 -0.16355823 0.016113825 0.014842337 -0.03406211 0.07686366 -0.05400953 0.07032527 0.120506264 -0.006444899 0.0029002386 0.18803298 -0.0031346125 0.090960845 0.059707545 0.027662406 0.20172481 0.17106043 0.06702618 0.074451685 0.012114042 -0.055782188 0.06406113 -0.07032829 -0.10969869 0.03689842 -0.027340453 -0.049071893 0.065028034 0.011948071 -0.050406132 -0.07135715 0.025590772 0.0034487143 0.0006134229 -0.07994753 0.04501469 -0.13050027 0.11118098 0.12701757"
"0","RT @blue_pink_eyes: 死刑は当然。問題は執行です。衣食住が保証されていて労働も免除されている、そんな執行待ちの死刑囚が多すぎるの、おかしくないですか？

新潟女児殺害 被告に死刑求刑 2019年11月22日 https://t.co/gjldcKyZGR","-0.14458676 -0.25436455 0.053501114 -0.027686102 0.05841796 -0.025948599 0.09793616 0.15405217 -0.07162421 -0.011311926 0.10398097 -0.020981554 0.005225179 -0.23249868 -0.026619919 0.056472387 0.10366559 -0.08576078 0.2850031 -0.11132602 -0.0058945203 0.06534938 0.1234246 0.051963914 -0.029094394 -0.21307735 0.16218646 0.016831947 -0.12603797 -0.075189754 -0.07543234 0.09366884 -0.10296412 -0.08286661 -0.09540937 -0.0444262 -0.12206137 -0.08415782 0.1590723 0.015623865 -0.13960297 0.07206317 0.19724493 -0.003375138 -0.049179483 0.051302 0.20880689 0.0763529 -0.08563933 -0.019127425 -0.018563168 -0.014009418 0.01521015 -0.06864482 0.17736024 -0.10052265 -0.014011125 0.1187335 0.015797766 -0.09954019 -0.0500831 -0.16262521 0.019948088 0.015114937 -0.03455208 0.07861349 -0.054987483 0.0720206 0.12168714 -0.0063624014 0.0016919159 0.18635473 -0.001920744 0.093904324 0.05750248 0.029420683 0.20219555 0.17209855 0.06542994 0.07058051 0.012185288 -0.054974463 0.065713964 -0.071690395 -0.11217572 0.034681596 -0.029115861 -0.04719105 0.06428661 0.010951181 -0.05342595 -0.0712811 0.0244565 0.0056902063 0.0020003624 -0.07790089 0.043396633 -0.13023783 0.11006587 0.12597239"
"0","トレンド入りしてる死刑求刑だけど
地裁でいう死刑求刑は交渉の際最初はふっかけるのと一緒でこのまま通るわけじゃないよ","-0.14539999 -0.25439894 0.05346756 -0.027832618 0.05907121 -0.027420184 0.098368965 0.15378386 -0.07163895 -0.012152227 0.1045043 -0.020161644 0.004976676 -0.23174909 -0.026572859 0.057639863 0.10417265 -0.08539204 0.2842636 -0.110808715 -0.005304599 0.066316426 0.12434377 0.05187321 -0.03012471 -0.21331918 0.16171013 0.0164763 -0.12585784 -0.0739585 -0.07500094 0.093406856 -0.1038694 -0.08260172 -0.094033025 -0.04358711 -0.12303525 -0.083105884 0.15913236 0.01598963 -0.13825378 0.07154477 0.19765288 -0.0031643368 -0.048816875 0.05231844 0.20900325 0.075174205 -0.08633638 -0.018246967 -0.018676426 -0.01477871 0.015251736 -0.068263754 0.17677979 -0.100601174 -0.014064859 0.11807503 0.015236038 -0.099341266 -0.04987972 -0.16279368 0.020649567 0.0152502265 -0.035746776 0.07840879 -0.055548254 0.071491584 0.12219104 -0.004975728 0.0015644344 0.18656334 -0.0029423502 0.09452072 0.057097472 0.029570716 0.2023266 0.17317624 0.064331494 0.0695733 0.01162856 -0.055666547 0.06623501 -0.07244299 -0.11251863 0.03434198 -0.029457444 -0.047292735 0.06439065 0.0102713695 -0.053731572 -0.07198189 0.024616685 0.005361776 0.0023086218 -0.077049494 0.043595355 -0.13060468 0.10946056 0.12650868"
"-1","死刑求刑がトレンドになってるけど、罪人になら何してもいいと思ってそうで怖いわ","-0.14660153 -0.25389728 0.05353834 -0.028152188 0.059636462 -0.028398864 0.09815685 0.15368462 -0.07184276 -0.013061255 0.10439495 -0.020151846 0.0048329537 -0.23101766 -0.028027017 0.05871925 0.10492332 -0.08455389 0.2846327 -0.111055784 -0.004829715 0.066408366 0.12448768 0.052076016 -0.030182417 -0.21290085 0.1615985 0.015631314 -0.12545657 -0.07354518 -0.07490111 0.09370855 -0.10451718 -0.08198333 -0.09336966 -0.043608896 -0.122817956 -0.08205694 0.1592 0.016210023 -0.13898061 0.07125116 0.19672044 -0.0029765123 -0.04889035 0.052832384 0.20924012 0.07515016 -0.085973 -0.018232761 -0.018221889 -0.015544912 0.01352923 -0.06863023 0.17650644 -0.10054152 -0.013550946 0.117349945 0.015564925 -0.098939314 -0.04953381 -0.16283391 0.022243999 0.015182798 -0.03621699 0.0790766 -0.05583934 0.071129255 0.12245723 -0.004807954 0.0006211479 0.18605849 -0.0031339708 0.09537252 0.056772195 0.03049768 0.20252009 0.17424932 0.064246066 0.06784883 0.011798649 -0.055621594 0.06651119 -0.07310741 -0.112904936 0.034232926 -0.029594092 -0.047191784 0.064262986 0.010009136 -0.055002876 -0.072804496 0.024822505 0.0068018916 0.0028648928 -0.07608288 0.04303475 -0.13085352 0.109219015 0.12648347"
"0","新潟女児殺害、被告に死刑求刑「まれにみる非道な犯行」：朝日新聞デジタル https://t.co/VPW7NbaPzs","-0.13207762 -0.2581998 0.054739855 -0.024265401 0.052937187 -0.023346988 0.0977949 0.15749145 -0.07195094 -0.0021692312 0.10390246 -0.018989187 0.0016637436 -0.23760152 -0.0172352 0.045694802 0.092931494 -0.09436857 0.28348994 -0.10611499 -0.00788845 0.066058144 0.11828572 0.04865933 -0.026838133 -0.21715412 0.16295037 0.016447084 -0.13021232 -0.086892694 -0.07951079 0.090667486 -0.09192294 -0.08875921 -0.10171771 -0.046737332 -0.11694371 -0.08961714 0.15903386 0.009693221 -0.1388679 0.08046545 0.20181373 -0.0068399184 -0.047357675 0.04440669 0.20422043 0.07931983 -0.08936125 -0.02329858 -0.021063058 -0.013987511 0.027570661 -0.0636913 0.18067394 -0.10036323 -0.018113619 0.12604429 0.013609447 -0.10307555 -0.054747302 -0.15919988 0.007932315 0.01569852 -0.024072476 0.07537641 -0.049982212 0.07087747 0.11764778 -0.006870409 0.009079669 0.1906087 -0.003003313 0.08583769 0.06502321 0.02591939 0.20221625 0.16526018 0.073305294 0.07853845 0.009553275 -0.05618156 0.05963303 -0.05979544 -0.106054954 0.037224803 -0.02514438 -0.04825834 0.06847785 0.015832579 -0.046271123 -0.06769909 0.025399428 -0.0027998146 -0.003862007 -0.081991725 0.052616045 -0.12863763 0.11201384 0.12503484"
"0","新潟女児殺害、被告に死刑求刑「まれにみる非道な犯行」（朝日新聞デジタル） https://t.co/zWhV1a6E5s","-0.13207762 -0.2581998 0.054739855 -0.024265401 0.052937187 -0.023346988 0.0977949 0.15749145 -0.07195094 -0.0021692312 0.10390246 -0.018989187 0.0016637436 -0.23760152 -0.0172352 0.045694802 0.092931494 -0.09436857 0.28348994 -0.10611499 -0.00788845 0.066058144 0.11828572 0.04865933 -0.026838133 -0.21715412 0.16295037 0.016447084 -0.13021232 -0.086892694 -0.07951079 0.090667486 -0.09192294 -0.08875921 -0.10171771 -0.046737332 -0.11694371 -0.08961714 0.15903386 0.009693221 -0.1388679 0.08046545 0.20181373 -0.0068399184 -0.047357675 0.04440669 0.20422043 0.07931983 -0.08936125 -0.02329858 -0.021063058 -0.013987511 0.027570661 -0.0636913 0.18067394 -0.10036323 -0.018113619 0.12604429 0.013609447 -0.10307555 -0.054747302 -0.15919988 0.007932315 0.01569852 -0.024072476 0.07537641 -0.049982212 0.07087747 0.11764778 -0.006870409 0.009079669 0.1906087 -0.003003313 0.08583769 0.06502321 0.02591939 0.20221625 0.16526018 0.073305294 0.07853845 0.009553275 -0.05618156 0.05963303 -0.05979544 -0.106054954 0.037224803 -0.02514438 -0.04825834 0.06847785 0.015832579 -0.046271123 -0.06769909 0.025399428 -0.0027998146 -0.003862007 -0.081991725 0.052616045 -0.12863763 0.11201384 0.12503484"
"0","死刑求刑の新潟のニュースで「なんでこんな奴の弁護すんの？」と思ってる方へ
国選弁護人って中学校の社会でやらんかった？
裁判には絶対に弁護人が必要だから、弁護士呼びつけるやつ
なので弁護士が心の中で「弁護したくない」と思っていても仕事として弁護しなきゃいけない
本当は弁護士も辛いのかも","-0.14635468 -0.25388324 0.053759843 -0.027691068 0.059437104 -0.028014926 0.09865468 0.1541615 -0.071799874 -0.012820312 0.1045649 -0.020413652 0.005477643 -0.23073235 -0.028386803 0.058699455 0.10518236 -0.08464943 0.2844421 -0.11194758 -0.0050095604 0.065969355 0.12356697 0.05181111 -0.029406197 -0.2129581 0.16130836 0.01596795 -0.12522537 -0.07317671 -0.07400259 0.09423212 -0.10453349 -0.081978045 -0.09421772 -0.044046484 -0.12281706 -0.0818055 0.15987633 0.01677017 -0.13908383 0.0708995 0.19590175 -0.0026180728 -0.048724927 0.05248687 0.20866866 0.075204365 -0.08630783 -0.017869119 -0.01834065 -0.0147593655 0.013701262 -0.069229946 0.17638919 -0.100902334 -0.013729101 0.117303506 0.01615273 -0.09850555 -0.050444897 -0.16322118 0.02194954 0.015946971 -0.03644199 0.078372814 -0.05645313 0.07170034 0.12271087 -0.0053214245 0.00096943695 0.18628271 -0.0030553946 0.095515534 0.05650681 0.029834447 0.20294231 0.17419675 0.06407282 0.068215504 0.01140104 -0.05483139 0.06670114 -0.072901934 -0.11329293 0.03434058 -0.029823864 -0.047393836 0.06442503 0.010756925 -0.05428318 -0.07191144 0.024387095 0.006796239 0.0025720177 -0.0764901 0.043269753 -0.13106453 0.109554864 0.12611677"
"0","トレンドの死刑求刑は新潟のあれか

ロリコンがみんな頭のいかれた犯罪者予備軍だと思われるのは、こういう殺人事件が年1くらいでニュースになってるからしゃーないわ

ぼく悪いロリコンじゃないよ","-0.14590576 -0.25384018 0.05363593 -0.028677933 0.059095133 -0.027388448 0.09827297 0.15431166 -0.07200662 -0.012747162 0.10391254 -0.02030358 0.004669833 -0.23122793 -0.027789067 0.05859885 0.10491503 -0.08506314 0.28489256 -0.11144442 -0.005141282 0.06600104 0.12364053 0.051913187 -0.0297716 -0.21306823 0.16171463 0.016083034 -0.12562607 -0.07362865 -0.07394468 0.09395941 -0.10408815 -0.0824104 -0.09410947 -0.043747403 -0.12271707 -0.08273982 0.15941432 0.016309625 -0.13905299 0.07104662 0.19699758 -0.0023581279 -0.048790194 0.05189018 0.20913826 0.075491205 -0.08589425 -0.018620549 -0.018502183 -0.015048878 0.014113121 -0.06880738 0.17658979 -0.10044693 -0.014297077 0.1178394 0.01593707 -0.09898848 -0.04963016 -0.16277249 0.021375125 0.0155613655 -0.03612199 0.079429716 -0.055078555 0.07136944 0.122281834 -0.0055157603 0.0008053701 0.18610111 -0.002102263 0.095063865 0.05703767 0.029868813 0.20253083 0.17349327 0.06444985 0.068579815 0.011637111 -0.055253386 0.06671876 -0.07248675 -0.11269396 0.034472536 -0.02894841 -0.047740083 0.064211935 0.010524691 -0.054777116 -0.07197549 0.02426964 0.0063490593 0.0026899942 -0.07695056 0.042712975 -0.13065857 0.10924581 0.12655133"
"0","RT @hazimesama0215: 新潟女児殺害、被告に死刑求刑「まれにみる非道な犯行」 #ldnews https://t.co/3lzKXNzKy7

被告の弁護士は仕事だから、その弁明するのは理解出来るけど、そんなクソみたいな外道の相手してまで弁護士やってるとか人とし…","-0.14619346 -0.25413606 0.053744085 -0.027370967 0.059563786 -0.028106213 0.098599486 0.15377356 -0.07176085 -0.01289991 0.10468306 -0.020026356 0.005267863 -0.23092242 -0.029053194 0.058633246 0.105546206 -0.08432217 0.2843175 -0.11221243 -0.005110565 0.06604138 0.12417272 0.051782016 -0.029201731 -0.21299781 0.16148116 0.015390493 -0.12492947 -0.07304882 -0.073997736 0.094042145 -0.10460013 -0.08145732 -0.094041035 -0.04428359 -0.12262128 -0.08131094 0.15994677 0.016556252 -0.1391131 0.070978284 0.19554585 -0.0025083085 -0.048768397 0.052762445 0.20828545 0.075552754 -0.08632952 -0.017615473 -0.018240307 -0.01433212 0.0136649925 -0.0698182 0.17615336 -0.10045688 -0.013812368 0.11737578 0.016301353 -0.098566495 -0.0504111 -0.16312337 0.021820514 0.015762843 -0.036684584 0.07840696 -0.05678062 0.071715735 0.12299534 -0.0049505015 0.0007632696 0.18679014 -0.003660952 0.09541879 0.056151524 0.030639725 0.20343886 0.1739554 0.06376937 0.06832185 0.011348245 -0.054702546 0.066376805 -0.07237639 -0.11410614 0.033844244 -0.030049589 -0.047422033 0.06435286 0.0102392705 -0.054235354 -0.072163716 0.024266016 0.0069466103 0.0025493049 -0.07618339 0.043285884 -0.13091354 0.10917763 0.12644997"
"0","【悲報】猛虎弁を使うようになった女子高生さん、死刑求刑される https://t.co/vl6wi4O7za","-0.14571728 -0.25418127 0.053627755 -0.028575616 0.05907354 -0.027651913 0.09814043 0.15432364 -0.07170908 -0.011773705 0.1045795 -0.020104885 0.0050355196 -0.23170178 -0.026942356 0.057489444 0.104950264 -0.08552969 0.28465435 -0.11134299 -0.00525681 0.066093706 0.12395182 0.052014314 -0.029585082 -0.21314813 0.16173948 0.015831422 -0.12559548 -0.074663736 -0.07468083 0.09390543 -0.10454072 -0.08228043 -0.0940946 -0.043711785 -0.122158706 -0.08305271 0.15932886 0.016141446 -0.1390862 0.0707226 0.19686256 -0.003074725 -0.0491048 0.05169399 0.20893505 0.075379424 -0.08576456 -0.017850278 -0.017547771 -0.014907934 0.014318489 -0.06899257 0.17727014 -0.10020933 -0.013653335 0.11790915 0.01659808 -0.09945046 -0.049246382 -0.16304216 0.02063402 0.014730363 -0.035512555 0.07833537 -0.056019392 0.070895836 0.122026585 -0.005089977 0.0011259217 0.18630205 -0.0025345148 0.09424288 0.056736223 0.02923163 0.20229186 0.17365344 0.063659966 0.068681605 0.011503548 -0.055157576 0.066203356 -0.072845176 -0.11274198 0.034247812 -0.029149542 -0.0476649 0.064040504 0.009724882 -0.05405366 -0.07211022 0.025204679 0.0062454226 0.002220354 -0.07619581 0.043546796 -0.13121225 0.10933859 0.12640677"
"0","新潟女児殺害、被告に死刑求刑「まれにみる非道な犯行」 #ldnews https://t.co/W1FAOuCw7G 

連れ去り方からして非道ぃ","-0.13758597 -0.2561398 0.05428513 -0.025710337 0.05546229 -0.024849446 0.0977367 0.15647982 -0.07188455 -0.0059755626 0.104323685 -0.019575082 0.0031913235 -0.23549512 -0.021509819 0.05022627 0.0973992 -0.09053722 0.2843656 -0.10870478 -0.0069671087 0.066179 0.12060172 0.049941834 -0.027443841 -0.21524459 0.16244477 0.016432118 -0.1283305 -0.08179416 -0.07771909 0.091812536 -0.09679889 -0.08628725 -0.09832507 -0.04526398 -0.11940802 -0.08669176 0.15925917 0.012549249 -0.13897243 0.07673597 0.19991077 -0.0049065193 -0.04821739 0.0474492 0.20588025 0.07756034 -0.08807057 -0.02099105 -0.0201389 -0.013775251 0.022263967 -0.06566486 0.1791015 -0.10065168 -0.01656141 0.122747906 0.014353761 -0.101932734 -0.052944623 -0.16061565 0.012712764 0.015217224 -0.028862275 0.076415576 -0.052135207 0.07108367 0.11975285 -0.0060535492 0.006109945 0.18938659 -0.0028598292 0.08927506 0.06194596 0.02758663 0.20263633 0.16865376 0.06950562 0.0752402 0.010175661 -0.055536337 0.06256928 -0.06501921 -0.10857517 0.03614649 -0.027141815 -0.04823255 0.06698478 0.013715706 -0.049575306 -0.069766045 0.025072904 0.0012057183 -0.0012908202 -0.080045685 0.048596494 -0.12957737 0.11138406 0.12600435"
