label,text,wakati_text
-1.0,"@ohnuki_tsuyoshi なんにせよグレタさんの大きなミスは中国に対して強く言わなかった事。
攻め所を間違ってるよね。",なん する グレタ さん ミス 中国 対する 強い 言う ない 事 攻め 所 間違う る
-1.0,"こりゃあグレタさんが印象操作したと思われても仕方ないな。正々堂々と振る舞わないと足元掬いたがってる人はいっぱいいるんだからさー。周りにいる大人もちゃんとしたほうがいい。

グレタさん「帰りの列車は超満員」  ドイツ鉄道とツイッターで小競り合い https://t.co/vCbqnGqwYg @afpbbcomより",グレタ さん 印象 操作 する 思う れる 仕方ない 正々堂々たる 振る舞う ない 足元 掬う たい がる る 人 いる 周り いる 大人 する ほう いい グレタ さん 帰り 列車 満員 ドイツ 鉄道 ツイッター 小競り合い
-1.0,なんかグレタさんとその仲間って、ワザとやってそうなぐらい詰めがあまあまだな,グレタ さん 仲間 ワザ やる そうだ 詰め
-1.0,グレタさんて、子どもだなって思う,グレタ さん て 子ども なる 思う
1.0,グレタさん 批判されすぎててちょっと好きになってきちゃったな,グレタ さん 批判 する れる すぎる る 好きだ なる くる う
-1.0,グレタさんが環境問題に関心があるのはいい事だと思うけど、裏で卑しい大人が動いてるのがあからさまに見えるし、感情論で物言い過ぎ。本気で世界を変えたいなら学校行って勉強しまくるはず。冷静さを欠いた時点で世界は変えられない。言っちゃ悪いけど変なベクトルの正義感を拗らせた感じ。,グレタ さん 環境 問題 関心 ある の いい 事 思う 裏 卑しい 大人 動く る の あからさまだ 見える 感情 論 物言い 過ぎ 本気だ 世界 変える たい 学校 行く 勉強 する まくる 冷静だ さ 欠く 時点 世界 変える られる ない 言う 悪い 変だ ベクトル 正義 感 拗る せる 感じ
1.0,"大人が寄ってたかって叩くから

グレタさんグレないでっ！！

って思う。",大人 叩く グレタ さん グレる る 思う
-1.0,グレタさんが言う事も正しい事もあるが、私ならこの文明を先人たちが必死で作り私達に与えてくれた感謝は気付いてと思うなぁ。改良は必要かもしれないが非難はどうかな？発展の次に改良を重ね今だから。水汲みすべき？水道は不必要？文明の発展には思いやりでの発展も在った。気付いてねと言うと思う。,グレタ さん 言う 事 正しい 事 ある 私 文明 先人 たち 必死だ 作る 私 達 与える くれる 感謝 気付く 思う 改良 必要だ しれる ない 非難 発展 改良 重ねる 今 水汲み する 水道 不必要だ 文明 発展 思いやり 発展 在る 気付く 言う 思う
1.0,"グレタさんのやってることは別に悪いことじゃないと思う。
ただね、敵を作るような発言をしてる人って良くないと思う。
仮にも世界のあらゆる人に向ける言葉ってのは特に。 https://t.co/ZzNbTTKI0h",グレタ さん やる る こと 別だ 悪い こと ない 思う 敵 作る 発言 する る 人 良い ない 思う 世界 人 向ける 言葉 の
1.0,僕はグレタさんを応援します,僕 グレタ さん 応援 する ます
1.0,"RT @holten0229: 最近思うことですが…
なぜ、日本人は枠にとどまり、枠に収まらない人を中傷するのか…

グレタさんの件だって、グレタさんの論に異論あって良いと思うが、グレタさんの活躍を中傷するのは大人げないのではないか

若い人をすぐに判断せず、応援し、見守るのが…",最近 思う こと 日本 人 枠 とどまる 枠 収まる ない 人 中傷 する グレタ さん 件 グレタ さん 論 異論 ある 良い 思う グレタ さん 活躍 中傷 する の 大人げない ない 若い 人 判断 する 応援 する 見守る の
-1.0,グレタさん、前にも描いたように思春期特有の過ぎた正義感を世界規模で見せつけられたことによる自分の黒歴史の想起というだけでもキツくなってしまうんだけど、それが悪い人間に悪用されるとこうなるぞいという惨さで更なる目眩が,グレタ さん 前 描く 思春期 特有だ 過ぎる 正義 感 世界 規模 見せつける られる こと よる 自分 黒 歴史 想起 いう キツい なる しまう 悪い 人間 悪用 する れる なる ぞい いう さ 更 なる 目眩
1.0,"環境活動家のグレタさんかぁ。
なんでこんなに叩かれるかね。
地球環境を良くしたいと16歳で思うなんて立派じゃないの。
目立ちたがりとかいろいろ書かれてるけど同じ土俵にも立てない奴がボロクソ言い過ぎ。
自分の16の時なんて猿みたくち◯こいじってただけだしな。
その摩擦で発電できるくらいに。",環境 活動 家 グレタ さん 叩く れる 地球 環境 良い する たい 16 歳 思う 立派だ ない 目立つ たい がる 書く れる る 同じだ 土俵 立てる ない 奴 言い 過ぎ 自分 16 時 猿 みる くち こ いじる たい 摩擦 発電 できる くらい
1.0,"@yomichiyuki 出る杭は打たれるって事なのかな…？
環境問題を考え、全世界に訴える事は悪くないと思う。
グレタさんは16歳だけど、きっと、バックには大人がついている。
板挟みになっているのかもしれないねぇ。",出る 杭 打つ れる 事 環境 問題 考える 世界 訴える 事 悪い ない 思う グレタ さん 16 歳 バック 大人 つく いる 板挟み なる いる しれる ない
-1.0,"話題受けを狙わず最初から一等車に乗ってると言えば良かったのに

グレタさん「帰りの列車は超満員」  ドイツ鉄道とツイッターで小競り合い #SmartNews  https://t.co/yixvYQvc3t",話題 受け 狙う 最初 一 等 車 乗る る 言う 良い グレタ さん 帰り 列車 満員 ドイツ 鉄道 ツイッター 小競り合い
-1.0,もうこのグレタさん、何やっても墓穴を掘りまくってるやんw,グレタ さん 何 やる 墓穴 掘る まくる る やん
-1.0,グレタさんを担ぎ出した大人は誰なんだろう。グレタさんがちょっと可愛そうな気がする。,グレタ さん 担ぎ出す 大人 誰 グレタ さん 可愛い そうだ 気 する
-1.0,グレタさん見てると自己肯定感の強い女性はつくづく苦手だと気付かされる,グレタ さん 見る る 自己 肯定 感 強い 女性 苦手だ 気付く す れる
-1.0,グレタさんが中国の話と原発の話をちゃんとし始めたら起こしてください。,グレタ さん 中国 話 原発 話 する 始める 起こす くださる
-1.0,グレタさんを使う大人が裏にいて上手いこと使ってるんだなぁって思ってしまう,グレタ さん 使う 大人 裏 いる 上手い こと 使う る 思う しまう
1.0,"グレタさんって凄いよなぁ。
大人に利用されているのかどうかは知らないけれど、世界的有名人になって、もしかしたら歴史にも名を残して、金も儲けられて安泰で贅沢三昧。
こんな子供はなかなかいない。 https://t.co/QKBYa3ruWC",グレタ さん 凄い 大人 利用 する れる いる 知る ない 世界 的だ 有名だ 人 なる 歴史 名 残す 金 儲ける られる 安泰だ 贅沢 三昧 子供 いる ない
-1.0,グレタさん、一歩間違えればただのクレーマーという,グレタ さん 一 歩 間違える クレーマ いう
1.0,RT @moccioco2: @hoshusokuhou グレタさんは踏み絵のようだ。おもしろい🤭✨,グレタ さん 踏み絵 おもしろい
-1.0,グレタさんろくなもんじゃねえな,グレタ さん もん ない
-1.0,"こんな嘘つきを擁護している人達ってほんと…

【悲報】グレタさん「満員列車で帰りました」鉄道会社「ファーストクラスご利用ありがとうございます」 
 https://t.co/fhZ4d4oRui",嘘つき 擁護 する いる 人 達 ほんとだ 悲報 グレタ さん 満員 列車 帰る ます 鉄道 会社 ファースト クラス 利用 ございます
1.0,グレタさんに対しての意見で彼女の環境意識に対する反論ならまだしも基本的に『出る杭は打たれろ！！』ばかりだからはぁ…ってなる。,グレタ さん 対する 意見 彼女 環境 意識 対する 反論 基本 的だ 出る 杭 打つ れる なる
-1.0,そもそもグレタさんの意見ではなく幼い頃から思想教育を施してきた金持ちの両親の意見だぞ,グレタ さん 意見 ない 幼い 頃 思想 教育 施す くる 金持ち 両親 意見
-1.0,グレタさんが黒人だったら今頃無双してたろうに.....,グレタ さん 黒人 今頃 無双 する る .
-1.0,RT @gure595: グレタさんは大人に要求するんじゃなくて、自分の言葉と知識で環境問題解決に向かうアイデアを話してほしいんだよな,グレタ さん 大人 要求 する ない 自分 言葉 知識 環境 問題 解決 向かう アイデア 話す ほしい
-1.0,"グレタの嘘バレタは草
てか登山家の野口健さんも指摘してたけど、飛行機は駄目だけど電車はOKの理屈が全く理解出来ない
飛行機より電車の方が環境には優しいってのは分かるけど、結局電車だって電気使うやん
パフォーマンスのためわざと乗らないだけじゃなく、単に高所恐怖症で怖くて乗れない説あるなw",グレタ 嘘 草 て 登山 家 野口 健 さん 指摘 する たい 飛行機 駄目だ 電車 理屈 理解 出来る ない 飛行機 電車 方 環境 優しい の 分かる 電車 電気 使う やん パフォーマンス ため 乗る ない ない 高所 恐怖 症 怖い 乗れる ない 説 ある
-1.0,"少年十字軍や百年戦争のジャンヌダルクみたいに、大人の汚れを知らない無垢な少年少女設定を広告塔に使う手口は人類共通で、悪い大人が善意を骨の髄まで利用し売り飛ばして金に換えるところまで同じ。

#グレタさん #グレタ

グレタさんドイツ鉄道とツイッターで小競り合い https://t.co/keC8LdPk4x",少年 十字 軍 百 年 戦争 ジャンヌダルク 大人 汚れ 知る ない 無垢だ 少年 少女 設定 広告 塔 使う 手口 人類 共通だ 悪い 大人 善意 骨 髄 利用 する 売る 飛ばす 金 換える ところ 同じだ グレタ さん する ドイツ 鉄道 ツイッター 小競り合い
1.0,グレタさん、素材自体は可愛いのにね,グレタ さん 素材 自体 可愛い
-1.0,RT @mitio111: グレタさん顔がうざいな,グレタ さん 顔 うざい
-1.0,グレタさんを囲む大人への違和感,グレタ さん 囲む 大人 違和感
1.0,RT @NatsukiYasuda: 授業などを通して、高校生たちの質問や姿勢から学ばせてもらうことが多々ある。今、グレタさんを嘲笑する大人たちは、ただ何かを「教えてあげる」存在として若者を見なしていないだろうか。だからこそ彼ら彼女たちが本質を突いた主張しても、「生意気だ」「分…,授業 通す 高校 生 たち 質問 姿勢 学ぶ せる もらう こと ある 今 グレタ さん 嘲笑 する 大人 たち 何 教える あげる 存在 する 若者 見なす いる ない 彼 ら 彼女 たち 本質 突く 主張 する 生意気だ 分
-1.0,環境保護活動で移動するんだから何人も合流して移動するのにグレタさんとみんなでファーストクラス乗ってるのめちゃくちゃ金どこからか出てんだろうなって印象しかない,環境 保護 活動 移動 する 何 人 合流 する 移動 する グレタ さん ファースト クラス 乗る る めちゃくちゃだ 金 出てん なる 印象 ない
-1.0,"いかに正しい事を語っても、態度や言葉の使い方次第では相手に伝わらない、理解してもらえないってのはよくある事だなぁ…

グレタさんの場合、伝え方が悪すぎるん。荒々しくて話題性あるけど、攻撃的過ぎて共感がイマイチ。",正しい 事 語る 態度 言葉 使い 方 次第 相手 伝わる ない 理解 する もらえる ない の よい ある 事 グレタ さん 場合 伝え 方 悪い すぎる 荒々しい 話題 性 ある 攻撃 的だ 過ぎる 共感 イマイチだ
1.0,"@serendipity8179 私もグレタさんを叩くのは異常だと思います☺️
グレタさんは経済優先だけでなく、未来の地球の環境も考えてと言っているだけなのに。
もしかしたら精一杯に一生懸命訴えているのが、怒り顔に見えてヒステリックに映ったからでは。
行動するより批判するだけなら楽ですしね💨
やらない善は本当に悪！",私 グレタ さん 叩く の 異常だ 思う ます グレタ さん 経済 優先 ない 未来 地球 環境 考える 言う いる 一生懸命だ 訴える いる の 怒り 顔 見える ヒステリック 映る 行動 する 批判 する 楽だ しねる ら ない 善 本当だ 悪
1.0,グレタさん面白いなー,グレタ さん 面白い
-1.0,グレタさん日本の満員電車見たら発狂してそう,グレタ さん 日本 満員 電車 見る 発狂 する そうだ
-1.0,グレタさんは表情が良くない。,グレタ さん 表情 良い ない
1.0,英語の勉強しててよかったと思うのはグレタさんのツイートに対して、海外のツイ廃達のセンスある皮肉たっぷりのリプの意味がわかることだと気付いた。,英語 勉強 する る よい 思う の グレタ さん ツイート 対する 海外 ツイ 廃 達 センス ある 皮肉だ たっぷりだ リプ 意味 わかる こと 気付く
-1.0,グレタさんの満員電車の件見たけど、東京の満員電車を体験してから言えって😶,グレタ さん 満員 電車 件 見る 東京 満員 電車 体験 する 言える
-1.0,グレタさんとドイツの鉄道とのやり取りの細かいニュアンスが今ひとつわからないなぁ…鉄道会社のアカウントが普段どんなキャラでツイートしてるのかもわからないし　グレタさんにとってどのくらい電車が混んでると混雑してると感じるのかは日本人とはだいぶ違ってるっぽいけども,グレタ さん ドイツ 鉄道 やり取り 細かい ニュアンス わかる ない 鉄道 会社 アカウント 普段 キャラ ツイート する る わかる ない グレタ さん とる くらい 電車 混む る 混雑 する る 感じる 日本 人 違う る っぽい
1.0,@YahooNewsTopics 負けるなグレタさん,負ける ない グレタ さん
1.0,グレタさん普通にやらかすからもはや何も信じられんわ,グレタ さん 普通だ かす 信じる られる
-1.0,"グレタさんはなんかプンプン匂うんだよな。
ゲスの臭いというか、魚を食べてたヴィーガンと同じ臭いが……",グレタ さん 匂う ゲス 臭い いう 魚 食べる たい ヴィーガン 同じだ 臭い
-1.0,"RT @iruka3: グレタさんがいくら国連で演説をしようが、世界がCO2削減に向かうように強制することは出来ない。

では、どうなるか？

COP25は何も成果を残せない
これからも温暖化は進む。
CO2濃度その他と気候の相関についてはより精密に予測が出来るようになる。
ど…",グレタ さん 国連 演説 する 世界 2 削減 向かう 強制 する こと 出来る ない なる 25 成果 残せる ない 温暖だ 化 進む 2 濃度 その他 気候 相関 つく 精密だ 予測 出来る なる
1.0,グレタさん､やはりレベル高すぎる、生粋。 https://t.co/6jGqxOhwbR,グレタ さん はり レベル 高い すぎる 生粋
-1.0,"地頭が悪い
ただそれだけ
こいつの主張は聞くだけ無駄

グレタさんが鉄道会社の“反論”に釈明
https://t.co/p8ahALZFLJ",地頭 悪い こいつ 主張 聞く 無駄だ グレタ さん 鉄道 会社 反論 釈明
-1.0,@cnn_co_jp 世界中から応酬受けるよグレタさん,世界 中 応酬 受ける グレタ さん
-1.0,"グレタさんこれは良くない！香港もそうだが、ちょっとやり過ぎな嫌いが、無くもない。が、闘っている相手が気候変動や中共という、議論の余地とてない絶対悪なので、大目に見る。

Greta Thunberg: Climate activist apologizes for ""against the wall"" comment - CBS News https://t.co/gFvx3b5r5q",グレタ さん 良い ない 香港 やる 過ぎる ない 嫌いだ 無い ない 闘う いる 相手 気候 変動 中 共 いう 議論 余地 ない 悪 大目 見る
-1.0,RT @takashi7zzfe: グレタさんを称賛してる例の界隈はなぜか、自由を主張しながら他人の自由は認めない。反差別を主張しながら差別主義者。多様性と言いながら自分と違う考えを許さない。科学と言いながら感情論・・・なんだろうね？これ・・・,グレタ さん 称賛 する る 界隈 自由だ 主張 する 他人 自由だ 認める ない 反 差別 主張 する 差別 主義 者 多様だ 性 言う 自分 違う 考え 許す ない 科学 言う 感情 論
-1.0,"しかも全然混んでない。根っからのプロ活動家だな。

「グレタさん「帰りの列車は超満員」 ドイツ鉄道が応酬」  https://t.co/JncVhASV51",混む ない プロ 活動 家 グレタ さん 帰り 列車 満員 ドイツ 鉄道 応酬
-1.0,"この子の活動について

本人の意思で活動している
と認識する人よりも
ある意図を持った大人に操られ活動している
と認識する人の方が明らかに多いこと
を示した出来事だなぁ

ドイツ鉄道、グレタさんにツイッターで応酬　「混雑し過ぎ」と形容され
https://t.co/fg95QpF8Wp",子 活動 つく 本人 意思 活動 する いる 認識 する 人 ある 意図 持つ 大人 操る れる 活動 する いる 認識 する 人 方 明らかだ 多い こと 示す 出来事 ない ドイツ 鉄道 グレタ さん ツイッター 応酬 混雑 する 過ぎる 形容 する れる
-1.0,グレタさん今まで綺麗事言ってたのに、従わないやつは死刑とか言い始めたよ。本性出ちゃってて草しか生えんな。まじ調子に乗りすぎたねグレタさんよぉ！！ほんと怖いわぁ…,グレタ さん 今 綺麗事 言う る 従う ない やつ 死刑 言う 始める 本性 出る う る 草 生える まじる 調子 乗る すぎる グレタ さん ほんとだ 怖い
1.0,グレタさんのこの画像結構可愛いなw https://t.co/7aGEbBlNjR,グレタ さん 画像 可愛い
-1.0,@sharenewsjapan1 結局、馬車や徒歩移動は面倒臭いから電車に乗った環境少女グレタさん。もういい加減マスコミもこの子を持ち上げるのやめたら？誰が共感すんの？(笑),馬車 徒歩 移動 面倒臭い 電車 乗る 環境 少女 グレタ さん いい加減だ マスコミ 子 持つ 上げる の やめる 誰 共感 する の 笑
1.0,RT @kenichiromogi: 主張していることも、学びや社会性のあり方も何の問題もないのに、なぜある種の男性はグレタさんを執拗に攻撃するのか。まず、自分たちのライフスタイルが脅かされると感じるのだろう。化石燃料ラブのトランプさんもそうだし、「トップギア」で有名なジェレミ…,主張 する いる こと 学び 社会 性 あり 方 問題 ない 種 男性 グレタ さん 執拗だ 攻撃 する 自分 たち ライフ スタイル 脅かす れる 感じる 化石 燃料 ラブ トランプ さん トップ ギア 有名だ ジェレミ
-1.0,グレタさんは効率が悪いから飛行機を拒否したので、１等車に乗った事が一貫性ないなと思ったのよ。ヨットに関してはその通りだと。 https://t.co/sL0tQZUsa7,グレタ さん 効率 悪い 飛行機 拒否 する １ 等 車 乗る 事 一貫 性 ない 思う ヨット 関する 通り
-1.0,"グレタさん「帰りの列車は超満員」 ドイツ鉄道が応酬  https://t.co/YbsuFt6o8K

なんの活動家か知らんけど、バレると一番恥ずかしい奴なw 自己演出もほどほどが良いようですw 素のままで生きりゃイイのに…。",グレタ さん 帰り 列車 満員 ドイツ 鉄道 応酬 活動 家 知る バレる 恥ずかしい 奴 自己 演出 ほどほどだ 良い 素 まま 生きる イイ
1.0,"グレタさんの考え方は種として生き残るための考え方で、そういう人がいないといつか人類は滅びるよね、彼女の凄いところは一人で始めて無給で続けてるところ。
批判されても続ける人しか革命は起こせない、若い子を叩いてるだけの大人にはなりたくないね https://t.co/5m3oKbPg3z",グレタ さん 考え 方 種 する 生き残る ため 考え 方 人 いる ない 人類 滅びる 彼女 凄い ところ 一 人 始める 無給 続ける る ところ 批判 する れる 続ける 人 革命 起こせる ない 若い 子 叩く る 大人 なる たい ない
-1.0,グレタさんに怒ってるのおっさんばっかりってやつ、世界共通なのか…,グレタ さん 怒る る おっさん やつ 世界共通だ
-1.0,"グレタさん「帰りの列車は超満員」 ドイツ鉄道とツイッターで小競り合い　写真10枚　国際ニュース：AFPBB News https://t.co/Wll2vYDdCz

つくづくパフォーマンスが下手くそだな。

屁理屈の方向性がトランプ大統領と全く同じだ。

他人の金で平気でファーストクラスに 乗る偽善者。

厚顔無恥そのもの",グレタ さん 帰り 列車 満員 ドイツ 鉄道 ツイッター 小競り合い 写真 10 枚 国際 ニュース パフォーマンス 下手くそだ 屁理屈 方向 性 トランプ 大統領 同じだ 他人 金 平気だ ファースト クラス 乗る 偽善 者 厚顔だ 恥 そのもの
-1.0,さすがグレタさん。不利にならなそうなことは言わないんだね。,グレタ さん 不利だ なる ない そうだ こと 言う ない
-1.0,グレタさんって中国は批判しないの？,グレタ さん 中国 批判 する ない
-1.0,グレタさんは化石燃料で走る列車で帰りました https://t.co/ggyhFpGExG,グレタ さん 化石 燃料 走る 列車 帰る ます
1.0,グレタさんの強キャラ感はかなりいいよね もっと世界の強キャラとのバトルがみたい,グレタ さん 強 キャラ 感 いい 世界 強 キャラ バトル みる たい
-1.0,グレタさんに関しては後ろにいるであろう勢力が好かんのよなあ。,グレタ さん 関する 後ろ いる 勢力 好く
1.0,"グレタさんは16歳ながら環境問題に目を向けている、素晴らしい行動力の持ち主です。
それを利用している悪い大人が後ろにいることが問題ですね。",グレタ さん 16 歳 環境 問題 目 向ける いる 素晴らしい 行動 力 持ち主 利用 する いる 悪い 大人 後ろ いる こと 問題
1.0,"あまり前を向かない努力をアピールして自分すごいって言うの

グレタさんって日本人より日本人らしいですね(全てを敵にまわす)",前 向く ない 努力 アピール する 自分 すごい 言う の グレタ さん 日本 人 日本 人 ね 全 て 敵 まわす
-1.0,"グレタさんみたいな活動家は様々な矛盾を抱えている。①反体制""ブランドによって支持を集めている＝体制である""悪い政府""がいないと存在意義なし②結局資本主義の中でメシを食ってる＝""否定""してる既存世界を肯定しないと生を保てない等。マサイ族的な生粋の自然暮らしの人なら説得力あるんだけどね。",グレタ さん 活動 家 様々だ 矛盾 抱える いる 反 体制 ブランド よる 支持 集める いる 体制 悪い 政府 いる ない 存在 意義 なし 結 局 資本 主義 中 メシ 食う る 否定 する る 既存 世界 肯定 する ない 生 保てる ない 等 マサイ 族 的だ 生粋 自然 暮らし 人 説得 力 ある
-1.0,今年の人かなんか知らんけど、グレタさんはブス。,今年 人 知る グレタ さん ブスだ
-1.0,"最近はお化粧もバッチリ決めてるグレタさん、メディア向けの写真とかもあきらかにプロのそれなんだよな。
欧州の環境団体にしては電車の一等席や専属メークとカメラマンとかなかなかに資金力豊かで、排出権取引ディーラーやPRCがスポンサーに付いてるんじゃないかと勘ぐられるくらい。",最近 化粧 決める る グレタ さん メディア 向け 写真 あきらかだ プロ 欧州 環境 団体 する 電車 一 等 席 専属 メーク カメラマン 資金 力 豊かだ 排出 権 取引 ディーラー スポンサー 付く る ない 勘ぐる れる くらい
-1.0,"グレタさんはもっと勉強するべきよ色んな意味で…
日本は地震が多いから原子力発電所作ったらオワコンだしクリーンエネルギーの風力でさえ台風きたらポキ
石油や石炭に頼らないのが1番だけどさそれぞれ事情があるわけで
むしろ代替案を提示したらすげぇ子だなと思うよ…",グレタ さん 勉強 する 色んな 意味 日本 地震 多い 原子 力 発電 所 作る オワコン だし クリーンだ エネルギー 風力 台風 くる 石油 石炭 頼る ない の 1 番 事情 ある 代替 案 提示 する すごい 子 思う
-1.0,私はグレタさんのこと支持してない、温暖化に真摯に向き合う人はみんなグレタさんを支持するものだ（⇄グレタさんを支持していないなら温暖化に真摯に向き合っていない）とする考えは傲慢だよ,私 グレタ さん こと 支持 する ない 温暖だ 化 真摯だ 向き合う 人 グレタ さん 支持 する もの グレタ さん 支持 する いる ない 温暖だ 化 真摯だ 向き合う いる ない する 考え 傲慢だ
-1.0,@YahooNewsTopics グレタさんもそろそろ批判だけじゃなく、あなただっだらどうしたいか具体的な方策を徐々にのべないとブームが消滅。プラントの思うつぼ。,グレタ さん 批判 ない あなた だつ だる する たい 具体 的だ 方策 のべる ない ブーム 消滅 プラント 思うつぼ
1.0,"グレタさんは意識高い系妄想少女(曲の題名になりそw)なんだからみんな温かく見守ろうよ。

中2の時にクラスにあんな女子いたら気になってたと思う…
ちょっとこじらせたのを大人達が重病患者にしちゃった感。",グレタ さん 意識 高い 系 妄想 少女 曲 題名 なる す なん 温かい 見守る 中 2 時 クラス 女子 いる 気 なる たい 思う こじらせる の 大人 達 重病 患者 する う 感
-1.0,RT @usagiso: グレタさんの主張は少女だから正論なのか？？主張の是非に年齢性別は関係ない。ただ少女の主張する案件には問題が大きくて世界の多くの人を納得させないといけないわけで、なかなか感情だけでどうこうできる話ではないよ。,グレタ さん 主張 少女 正論 主張 年齢 性別 関係 ない 少女 主張 する 案件 問題 大きい 世界 多く 人 納得 する せる ない いけない 感情 どうこう できる 話 ない
1.0,グレタさんの言動をいちいち叩く風潮は好きじゃない。,グレタ さん 言動 叩く 風潮 好きだ ない
-1.0,グレタさんに是非朝の山手線一周体験して欲しい,グレタ さん 朝 山手 線 一 周 体験 する 欲しい
1.0,"私はグレタさんを応援してますよ。
したいことをできるのは未来ある若者の特権ですからね。",私 グレタ さん 応援 する ます する たい こと できる の 未来 ある 若者 特権
1.0,グレタさん、わたしだったらカメラマンに笑顔求められて、曖昧な笑顔とか浮かべちゃいそうなのが、いつでも仏頂面でテレビに映っててなんかカッコいいな,グレタ さん わたし カメラマン 笑顔 求める られる 曖昧だ 笑顔 浮かべる いる そうだ の 仏頂面 テレビ 映る る カッコいい
-1.0,"怪しい…というか厭らしい感じだなぁ。
グレタさん、聞いていますかね⁇ https://t.co/LXI9PYjZel",怪しい いう 厭だ 感じ グレタ さん 聞く いる ます かね
-1.0,グレタさんはもっと科学の声に耳を傾けろ、なタイプか、現代社会が科学を重視しすぎた結果、荒廃している事に気付けないのなら偽物だろうね、頭の前に霊性を鍛えないと。,グレタ さん 科学 声 耳 傾ける タイプ 現代 社会 科学 重視 する すぎる 結果 荒廃 する いる 事 気付く ない 偽物 頭 前 霊 性 鍛える ない
-1.0,"グレタさんもう敵増やしすぎだなあ
原発信者だから反原発の人からも風当たり強いし",グレタ さん 敵 増やし すぎ 原発 信者 反 原発 人 風当たり 強い
-1.0,グレタちゃんさん、どう考えても周りで操ったり代わりに台本書いてツイートしてる大人がいるの分かるだろ。,グレタ ちゃん さん 考える 周り 操る 代わり 台本 書く ツイート する る 大人 いる の 分かる
-1.0,"RT @chiqfudoki: グレタさん「帰りの列車は超満員」  ドイツ鉄道とツイッターで小競り合い https://t.co/EKZZHTGFnZ @afpbbcomより

あれまー
ホントだとしたら悪質なサヨクビトのやり口そのものだな",あれま ホントだ する 悪質だ やり口 そのもの
-1.0,グレタさん…車内でオサレ写真が撮れる状態を混雑とは言わない　日本に来て本場の通勤ラッシュを体験してもらいたい,グレタ さん 車 内 オサレ 写真 撮れる 状態 混雑 言う ない 日本 来る 本場 通勤 ラッシュ 体験 する もらう たい
-1.0,環境問題に言いたいことがあるなら堂々主張すればいい。科学者に論破されると恰好悪いから出来ないんだろう。それでグレタさんを揶揄するようなことを言う。非生産的なことをしているなといつも思う。後進国のために環境問題を軽視するという立場をとるならそれでいいんじゃないの。堂々主張すれば？,環境 問題 言う たい こと ある 堂々たる 主張 する いい 科学 者 論破 する れる 恰好悪い 出来る ない グレタ さん 揶揄 する こと 言う 生産 的だ こと する いる 思う 後進 国 ため 環境 問題 軽視 する いう 立場 とる いい ない 堂々たる 主張 する
1.0,"RT @msdos148: @shirassh グレタさん最高です！
皆さんも、「善」の原子力発電所を受け入れましょう。
スウェーデンとの人口比でいくと、日本には100基が必要ですね。",グレタ さん 最高だ 皆さん 善 原子 力 発電 所 受け入れる ます スウェーデン 人口 比 いく 日本 100 基 必要だ
-1.0,誰かグレタさんに電車より環境負荷の低いロードバイクオススメしてあげて,誰 グレタ さん 電車 環境 負荷 低い する あげる
-1.0,"ドイツ鉄道、グレタさんにツイッターで応酬　「混雑し過ぎ」と形容され（https://t.co/qdVuNGGFHs） - Yahoo!ニュース
今の時代、ウソをついて同情を惹こうと思っても必ず誰かが見ている。そして、SNSで拡散し、薄っぺらさがバレる。アホとしか思えない。 https://t.co/BOiogfWoFD",ドイツ 鉄道 グレタ さん ツイッター 応酬 混雑 する 過ぎる 形容 する れる （） ニュース 今 時代 ウソ つく 同情 惹く 思う 誰 見る いる 拡散 する 薄っぺらだ さ バレる アホ 思える ない
-1.0,グレタさんただのインスタ映え気にする嘘松。年相応の子供だなって。,グレタ さん インスタ 映え 気 する 嘘 松 年 相応だ 子供 なる
-1.0,"RT @taka6350: マスゴミや一部の大人が必要以上に持ち上げるからガキがつけ上がる。よくある話
グレタさん、自分に従わない指導者は「against the wall」(壁際に立たせる=銃殺刑)　大炎上、謝罪｜もえるあじあ(･∀･) https://t.co/3WPSJL…",マスゴミ 一部 大人 必要だ 以上 持つ 上げる ガキ つける 上がる ある 話 グレタ さん 自分 従う ない 指導 者 壁際 立つ せる 銃殺 刑 大 炎上 謝罪 もえる あじ ある
-1.0,グレタさんの乗ったファーストクラス、日本のグリーン車よりは普通席からの増額少ないと思うけど・・・,グレタ さん 乗る ファースト クラス 日本 グリーン 車 普通だ 席 増額 少ない 思う
-1.0,Twitter見てる限り、世界的に見てもグレタさんを避難してる人の方が多いように感じるのに、なんで今年の人に選ばれたんだろう https://t.co/CEGAmJHifr,見る る 限り 世界 的だ 見る グレタ さん 避難 する る 人 方 多い 感じる 今年 人 選ぶ れる
1.0,"これが本当だとしたら、やっぱりグレタさん不憫だなって思ってしまう。

もう少し優しくしてあげて… https://t.co/6aJ0nqkmLw",本当だ する グレタ さん 不憫だ なる 思う しまう 優しい する あげる
-1.0,"ドイツ鉄道、グレタさんにツイッターで応酬　「混雑し過ぎ」と形容され（https://t.co/Xk01CFzlab）
どうもコイツは気にいらんけどな。見た写真からは、のんびり座っとんがな。 https://t.co/K8AKpzfm7m",ドイツ 鉄道 グレタ さん ツイッター 応酬 混雑 する 過ぎる 形容 する れる （） コイツ 気にいる 見る 写真 座る とんがる
1.0,"@amneris84 早く悪い大人たちから、グレタさんを解放してあげてほしいと願っています。！
どうしたら、良いのでしょう？",早い 悪い 大人 たち グレタ さん 解放 する あげる ほしい 願う いる ます する 良い
